Escola,Etapa,Ano,Matemática,Língua Portuguesa,N,P,Aprovação Geral,1º,2º,3º,4º,5º,6º,7º,8º,9º,IDEB,Meta IDEB,Origem Meta,Diferença para Meta,Situação Meta,Nível Matemática,Nível Língua Portuguesa,Padrão Matemática,Padrão Língua Portuguesa
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2019,291.8,280.21,6.200167,0.962455,96.4,,,,,,95.3,97.5,92.5,100.0,6.0,5.8,Original,0.20000000000000018,Acima da meta,4,4,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2021,279.68,275.68,5.922667,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.9,6.0,Original,-0.09999999999999964,Abaixo da meta,4,4,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2023,284.57,290.04,6.2435,0.988725,98.9,,,,,,98.6,98.2,99.3,99.4,6.2,6.0,Referência 2021,0.20000000000000018,Acima da meta,4,4,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2025,281.42,282.05,,0.983424,98.3,,,,,,98.6,98.2,97.1,99.5,6.0,6.0,Referência 2021,0.0,Atingiu a meta,4,4,Básico,Adequado
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2013,208.08,201.72,5.602681,0.944052,94.4,100.0,93.1,96.3,92.8,90.4,,,,,5.3,,Original,,,4,4,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2015,221.41,221.03,6.208162,0.945376,94.9,100.0,100.0,89.4,88.6,96.0,,,,,5.9,5.5,Original,0.40000000000000036,Acima da meta,4,4,Básico,Adequado
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2017,218.2,218.86,6.107448,0.954906,95.2,98.6,98.4,92.6,95.3,92.9,,,,,5.8,5.8,Original,0.0,Atingiu a meta,4,4,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2019,254.72,232.12,7.045485,0.992913,99.2,100.0,100.0,98.8,97.7,100.0,,,,,7.0,6.1,Original,0.9000000000000004,Acima da meta,6,5,Adequado,Adequado
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2021,224.45,218.11,6.213086,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.2,6.3,Original,-0.09999999999999964,Abaixo da meta,4,4,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2023,241.77,237.86,6.902711,0.99778,99.8,100.0,100.0,100.0,98.9,100.0,,,,,6.9,6.3,Referência 2021,0.6000000000000005,Acima da meta,5,5,Básico,Adequado
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental I,2025,239.46,218.15,,0.995368,99.6,100.0,100.0,98.8,100.0,98.9,,,,,6.5,6.3,Referência 2021,0.20000000000000018,Acima da meta,5,4,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2011,,,,,,,,,,,,,,,,,Original,,,,,,
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2013,250.42,249.75,5.002833,0.816011,82.1,,,,,,80.7,85.9,75.4,85.3,4.1,,Original,,,3,2,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2015,252.61,256.81,5.157,0.838464,84.2,,,,,,85.7,82.1,81.5,86.3,4.3,4.3,Original,0.0,Atingiu a meta,3,3,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2017,258.37,251.08,5.1575,0.957476,95.7,,,,,,92.9,94.4,97.5,98.4,4.9,4.6,Original,0.3000000000000007,Acima da meta,3,3,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2019,277.23,257.42,5.5775,0.988249,98.8,,,,,,99.0,98.7,98.8,98.8,5.5,4.8,Original,0.7000000000000002,Acima da meta,4,3,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2021,260.14,264.26,5.406667,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.4,5.1,Original,0.3000000000000007,Acima da meta,3,3,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2023,264.7,255.34,5.334,0.994666,99.4,,,,,,100.0,100.0,97.9,100.0,5.3,5.1,Referência 2021,0.20000000000000018,Acima da meta,3,3,Básico,Básico
ENEIAS RAIMUNDO DA SILVA PROF EMEIEF,Fundamental II,2025,256.04,263.21,,0.985921,98.5,,,,,,98.0,97.7,98.7,100.0,5.2,5.1,Referência 2021,0.10000000000000053,Acima da meta,3,3,Básico,Básico
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2005,169.43,170.37,4.295006,0.913731,91.9,,95.7,82.1,93.1,96.1,,,,,3.9,,,,,2,2,Abaixo do básico,Abaixo do básico
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2007,,,,,,,,,,,,,,,,4.0,Original,,,,,,
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2009,207.28,187.55,5.329778,0.900025,90.9,95.6,91.1,90.9,80.0,94.2,,,,,4.8,4.3,Original,0.5,Acima da meta,4,3,Básico,Básico
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2011,234.25,209.01,6.234654,0.952722,95.3,100.0,91.5,94.5,93.8,97.0,,,,,5.9,4.7,Original,1.2000000000000002,Acima da meta,5,4,Básico,Básico
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2013,210.44,196.79,5.558083,0.950718,94.8,100.0,90.6,92.0,95.7,97.7,,,,,5.3,5.0,Original,0.2999999999999998,Acima da meta,4,3,Básico,Básico
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2015,227.45,215.56,6.223974,0.952712,95.4,100.0,100.0,87.0,94.6,96.0,,,,,5.9,5.3,Original,0.6000000000000005,Acima da meta,5,4,Básico,Básico
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2017,231.58,218.79,6.361518,0.949581,95.1,100.0,100.0,95.0,91.7,89.1,,,,,6.0,5.6,Original,0.40000000000000036,Acima da meta,5,4,Básico,Básico
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2019,,,,,,,,,,,,,,,,5.8,Original,,,,,,
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2021,,,,,,,,,,,,,,,,6.1,Original,,,,,,
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2023,,,,,,,,,,,,,,,,6.1,Referência 2021,,,,,,
ESCOLA MUNICIPAL MATERNAL WANDEIR RIBEIRO,Fundamental I,2025,,,,,,,,,,,,,,,,6.1,Referência 2021,,,,,,
ESTEVAN PLACENCIO EMEF,Fundamental I,2005,192.28,188.5,5.060742,0.875098,88.5,,93.6,92.0,77.1,89.4,,,,,4.4,,,,,3,3,Abaixo do básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental I,2007,215.43,191.7,5.560767,0.916277,92.0,100.0,87.6,90.3,91.8,89.4,,,,,5.1,4.5,Original,0.5999999999999996,Acima da meta,4,3,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental I,2009,235.49,207.24,6.226137,0.941318,94.3,100.0,89.5,97.7,90.8,93.5,,,,,5.9,4.8,Original,1.1000000000000005,Acima da meta,5,4,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental I,2011,228.79,215.82,6.254274,0.951411,95.0,100.0,91.7,95.9,94.8,93.7,,,,,6.0,5.2,Original,0.7999999999999998,Acima da meta,5,4,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental I,2013,226.17,203.53,5.98082,0.981567,98.2,98.9,96.1,99.2,100.0,96.7,,,,,5.9,5.5,Original,0.40000000000000036,Acima da meta,5,4,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental I,2015,245.66,233.63,6.900039,0.973773,97.3,100.0,100.0,97.9,95.5,93.8,,,,,6.7,5.8,Original,0.9000000000000004,Acima da meta,5,5,Adequado,Adequado
ESTEVAN PLACENCIO EMEF,Fundamental I,2017,229.02,222.21,6.374845,0.961708,96.1,100.0,100.0,93.6,95.7,92.1,,,,,6.1,6.0,Original,0.09999999999999964,Acima da meta,5,4,Básico,Adequado
ESTEVAN PLACENCIO EMEF,Fundamental I,2019,222.78,210.0,6.033761,0.993974,99.4,100.0,98.8,100.0,99.0,99.2,,,,,6.0,6.3,Original,-0.2999999999999998,Abaixo da meta,4,4,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental I,2021,233.88,223.92,6.498684,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.5,6.5,Original,0.0,Atingiu a meta,5,4,Básico,Adequado
ESTEVAN PLACENCIO EMEF,Fundamental I,2023,244.55,225.71,6.734856,0.981437,98.3,100.0,100.0,100.0,96.7,94.3,,,,,6.6,6.5,Referência 2021,0.09999999999999964,Acima da meta,5,5,Adequado,Adequado
ESTEVAN PLACENCIO EMEF,Fundamental I,2025,237.13,227.17,,0.988376,98.8,99.2,98.3,99.3,99.2,98.2,,,,,6.5,6.5,Referência 2021,0.0,Atingiu a meta,5,5,Básico,Adequado
ESTEVAN PLACENCIO EMEF,Fundamental II,2005,255.08,235.11,4.836577,0.911904,91.1,,,,,,89.8,92.0,90.9,92.1,4.4,,,,,3,2,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental II,2007,264.14,243.0,5.119,0.901153,90.1,,,,,,86.8,91.7,83.6,100.0,4.6,4.4,Original,0.1999999999999993,Acima da meta,3,2,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental II,2009,252.42,255.91,5.138833,0.843094,84.4,,,,,,83.2,82.2,84.9,87.1,4.3,4.6,Original,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental II,2011,277.53,260.28,5.630167,0.93509,93.2,,,,,,93.6,89.6,95.0,96.1,5.3,4.9,Original,0.39999999999999947,Acima da meta,4,3,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental II,2013,276.36,266.87,5.7205,0.887025,90.3,,,,,,91.0,83.7,83.8,97.8,5.1,5.2,Original,-0.10000000000000053,Abaixo da meta,4,3,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental II,2015,272.59,274.26,5.780833,0.949233,94.8,,,,,,93.7,92.1,96.3,97.8,5.5,5.6,Original,-0.09999999999999964,Abaixo da meta,3,3,Básico,Adequado
ESTEVAN PLACENCIO EMEF,Fundamental II,2017,272.76,264.43,5.619833,0.940253,93.9,,,,,,93.3,90.9,92.4,100.0,5.3,5.8,Original,-0.5,Abaixo da meta,3,3,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental II,2019,286.36,282.38,6.145667,0.987426,98.8,,,,,,98.3,97.7,99.0,100.0,6.1,6.1,Original,0.0,Atingiu a meta,4,4,Básico,Adequado
ESTEVAN PLACENCIO EMEF,Fundamental II,2021,,,,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,,6.3,Original,,,,,,
ESTEVAN PLACENCIO EMEF,Fundamental II,2023,256.65,268.47,5.418667,0.984652,98.6,,,,,,98.5,95.5,100.0,100.0,5.3,6.3,Referência 2021,-1.0,Abaixo da meta,3,3,Básico,Básico
ESTEVAN PLACENCIO EMEF,Fundamental II,2025,257.02,261.8,,0.992467,99.3,,,,,,100.0,98.4,99.3,99.3,5.3,6.3,Referência 2021,-1.0,Abaixo da meta,3,3,Básico,Básico
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2013,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2015,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2017,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2019,252.25,228.38,6.930348,0.956954,95.8,100.0,95.1,89.3,96.5,98.3,,,,,6.6,,Original,,,6,5,Adequado,Adequado
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2021,223.44,226.5,6.346357,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.3,6.8,Original,-0.5,Abaixo da meta,4,5,Básico,Adequado
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2023,228.81,228.79,6.490474,0.972096,97.1,100.0,98.3,96.9,95.5,95.5,,,,,6.3,6.8,Referência 2021,-0.5,Abaixo da meta,5,5,Básico,Adequado
EZIO BERZAGHI PROFESSOR EMEF,Fundamental I,2025,,,,0.97803,97.8,100.0,95.9,97.7,100.0,95.6,,,,,,6.8,Referência 2021,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2011,261.5,261.44,5.382333,0.919572,92.1,,,,,,90.4,88.9,93.6,95.2,4.9,,Original,,,3,3,Básico,Básico
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2013,272.79,253.22,5.4335,0.911631,91.8,,,,,,90.8,93.4,84.1,97.4,5.0,5.2,Original,-0.20000000000000018,Abaixo da meta,3,3,Básico,Básico
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2015,275.28,265.32,5.676667,0.91399,92.7,,,,,,84.1,88.3,94.8,100.0,5.2,5.4,Original,-0.20000000000000018,Abaixo da meta,4,3,Básico,Básico
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2017,285.65,274.8,6.0075,0.966743,96.5,,,,,,94.0,95.6,97.3,100.0,5.8,5.7,Original,0.09999999999999964,Acima da meta,4,3,Básico,Adequado
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2019,288.54,285.51,6.234167,0.993453,99.2,,,,,,99.0,100.0,98.4,100.0,6.2,5.9,Original,0.2999999999999998,Acima da meta,4,4,Básico,Adequado
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2021,279.8,272.97,5.8795,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.9,6.1,Original,-0.1999999999999993,Abaixo da meta,4,3,Básico,Básico
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2023,274.97,274.14,5.8185,0.984867,98.5,,,,,,98.8,98.4,96.8,100.0,5.7,6.1,Referência 2021,-0.39999999999999947,Abaixo da meta,3,3,Básico,Adequado
EZIO BERZAGHI PROFESSOR EMEF,Fundamental II,2025,,,,0.927364,92.5,,,,,,89.5,91.4,92.2,98.3,,6.1,Referência 2021,,,,,,
FIORAVANTE BARLETTA EMEF,Fundamental I,2005,191.55,186.43,5.009328,0.918755,91.8,,94.2,89.6,93.9,90.0,,,,,4.6,,,,,3,3,Abaixo do básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental I,2007,214.11,196.62,5.625031,0.945073,94.8,100.0,87.7,94.2,95.8,95.7,,,,,5.3,4.7,Original,0.5999999999999996,Acima da meta,4,3,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental I,2009,214.17,195.04,5.597448,0.950383,95.0,100.0,89.3,94.3,94.4,97.9,,,,,5.3,5.0,Original,0.2999999999999998,Acima da meta,4,3,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental I,2011,227.86,209.29,6.117799,0.952849,95.0,100.0,91.6,94.6,95.2,95.4,,,,,5.8,5.4,Original,0.39999999999999947,Acima da meta,5,4,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental I,2013,232.06,216.45,6.328133,0.96057,96.1,100.0,92.6,93.6,98.6,95.9,,,,,6.1,5.6,Original,0.5,Acima da meta,5,4,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental I,2015,227.57,216.67,6.246446,0.976433,97.4,100.0,100.0,95.9,96.4,96.1,,,,,6.1,5.9,Original,0.1999999999999993,Acima da meta,5,4,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental I,2017,230.74,225.59,6.469124,0.985231,98.6,100.0,98.5,96.2,99.3,98.7,,,,,6.4,6.2,Original,0.20000000000000018,Acima da meta,5,5,Básico,Adequado
FIORAVANTE BARLETTA EMEF,Fundamental I,2019,242.83,225.15,6.691849,0.965873,96.7,100.0,96.4,92.0,97.1,97.8,,,,,6.5,6.4,Original,0.09999999999999964,Acima da meta,5,5,Básico,Adequado
FIORAVANTE BARLETTA EMEF,Fundamental I,2021,227.73,219.9,6.308227,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.3,6.6,Original,-0.2999999999999998,Abaixo da meta,5,4,Básico,Adequado
FIORAVANTE BARLETTA EMEF,Fundamental I,2023,225.3,213.67,6.14858,0.980367,98.1,100.0,99.4,98.5,94.2,98.3,,,,,6.0,6.6,Referência 2021,-0.5999999999999996,Abaixo da meta,5,4,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental I,2025,234.77,226.39,,0.99133,99.2,100.0,98.5,100.0,99.3,97.9,,,,,6.5,6.6,Referência 2021,-0.09999999999999964,Abaixo da meta,5,5,Básico,Adequado
FIORAVANTE BARLETTA EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
FIORAVANTE BARLETTA EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
FIORAVANTE BARLETTA EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
FIORAVANTE BARLETTA EMEF,Fundamental II,2011,250.57,248.46,4.983833,0.898363,90.5,,,,,,92.2,84.3,87.8,95.9,4.5,,Original,,,3,2,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental II,2013,250.2,249.95,5.0025,0.899244,89.0,,,,,,86.0,90.3,87.1,97.1,4.5,4.7,Original,-0.20000000000000018,Abaixo da meta,3,2,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental II,2015,266.67,259.09,5.429333,0.863234,85.3,,,,,,81.4,79.2,92.6,94.1,4.7,5.0,Original,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental II,2017,272.71,281.39,5.901667,0.970319,97.0,,,,,,96.6,100.0,93.2,98.6,5.7,5.2,Original,0.5,Acima da meta,3,4,Básico,Adequado
FIORAVANTE BARLETTA EMEF,Fundamental II,2019,274.56,268.71,5.721167,0.972081,97.2,,,,,,98.3,98.3,93.8,98.6,5.6,5.5,Original,0.09999999999999964,Acima da meta,3,3,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental II,2021,,,,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,,5.7,Original,,,,,,
FIORAVANTE BARLETTA EMEF,Fundamental II,2023,254.88,270.22,5.418333,0.986704,98.7,,,,,,99.4,98.0,98.0,99.3,5.3,5.7,Referência 2021,-0.40000000000000036,Abaixo da meta,3,3,Básico,Básico
FIORAVANTE BARLETTA EMEF,Fundamental II,2025,,,,0.949658,94.9,,,,,,92.9,95.2,94.1,97.8,,5.7,Referência 2021,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2005,186.81,191.87,5.017529,0.924475,92.6,,89.1,89.3,96.9,95.0,,,,,4.6,,,,,3,3,Abaixo do básico,Básico
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2007,209.84,197.37,5.557178,0.969354,96.7,100.0,98.9,92.0,98.2,96.0,,,,,5.4,4.7,Original,0.7000000000000002,Acima da meta,4,3,Básico,Básico
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2009,,,,0.97095,97.2,100.0,95.9,96.9,95.7,,,,,,,5.0,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2011,227.09,213.0,6.170559,0.965636,96.6,100.0,96.1,91.4,96.6,99.2,,,,,6.0,5.4,Original,0.5999999999999996,Acima da meta,5,4,Básico,Básico
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2013,230.41,219.93,6.359917,0.941414,94.6,100.0,89.9,91.5,97.8,92.3,,,,,6.0,5.7,Original,0.2999999999999998,Acima da meta,5,4,Básico,Adequado
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2015,235.45,230.06,6.640282,0.986586,98.6,100.0,98.8,95.9,99.4,99.3,,,,,6.6,5.9,Original,0.6999999999999993,Acima da meta,5,5,Básico,Adequado
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2017,237.16,226.33,6.605098,0.980152,98.1,100.0,100.0,93.3,98.8,98.3,,,,,6.5,6.2,Original,0.2999999999999998,Acima da meta,5,5,Básico,Adequado
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2019,249.32,234.12,6.978795,0.982421,98.3,100.0,97.1,96.5,98.3,99.4,,,,,6.9,6.4,Original,0.5,Acima da meta,5,5,Adequado,Adequado
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2021,237.85,234.59,6.768448,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.8,6.7,Original,0.09999999999999964,Acima da meta,5,5,Básico,Adequado
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2023,242.05,236.75,6.887873,0.990447,99.0,100.0,99.3,96.7,100.0,99.3,,,,,6.8,6.7,Referência 2021,0.09999999999999964,Acima da meta,5,5,Básico,Adequado
FRANCISCO ZACARIOTO EMEIEF,Fundamental I,2025,233.86,225.05,,0.98843,98.9,100.0,100.0,96.6,98.3,99.4,,,,,6.4,6.7,Referência 2021,-0.2999999999999998,Abaixo da meta,5,5,Básico,Adequado
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2005,285.8,257.99,5.729773,0.898505,89.7,,,,,,89.3,89.9,88.1,92.2,5.1,,,,,4,3,Básico,Básico
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2007,268.54,259.45,5.4665,0.94168,93.8,,,,,,86.3,94.8,96.7,100.0,5.1,5.2,Original,-0.10000000000000053,Abaixo da meta,3,3,Básico,Básico
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2009,,,,0.879111,88.1,,,,,,,86.1,89.8,,,5.3,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2011,,,,,,,,,,,,,,,,5.6,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2013,,,,,,,,,,,,,,,,5.9,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2015,,,,,,,,,,,,,,,,6.2,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2017,,,,,,,,,,,,,,,,6.4,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2019,,,,,,,,,,,,,,,,6.6,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2021,,,,,,,,,,,,,,,,6.8,Original,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2023,,,,,,,,,,,,,,,,6.8,Referência 2021,,,,,,
FRANCISCO ZACARIOTO EMEIEF,Fundamental II,2025,,,,,,,,,,,,,,,,6.8,Referência 2021,,,,,,
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2011,234.48,227.77,6.580135,0.964836,96.3,100.0,94.5,96.1,95.3,96.7,,,,,6.3,,Original,,,5,5,Básico,Adequado
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2013,236.22,224.73,6.558068,0.940049,94.0,100.0,92.9,89.9,90.2,97.9,,,,,6.2,6.6,Original,-0.39999999999999947,Abaixo da meta,5,4,Básico,Adequado
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2015,235.74,230.18,6.647999,0.997373,99.7,100.0,100.0,100.0,100.0,98.7,,,,,6.6,6.8,Original,-0.20000000000000018,Abaixo da meta,5,5,Básico,Adequado
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2017,240.64,232.05,6.77551,0.973124,97.2,100.0,100.0,92.5,98.7,95.8,,,,,6.6,7.0,Original,-0.40000000000000036,Abaixo da meta,5,5,Básico,Adequado
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2019,250.75,231.44,6.957358,0.957553,95.9,100.0,91.9,92.9,95.7,98.8,,,,,6.7,7.2,Original,-0.5,Abaixo da meta,6,5,Adequado,Adequado
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2021,240.96,231.8,6.777071,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.8,7.4,Original,-0.6000000000000005,Abaixo da meta,5,5,Básico,Adequado
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2023,230.43,220.94,6.378663,0.98359,98.4,100.0,98.3,96.6,100.0,97.0,,,,,6.3,7.4,Referência 2021,-1.1000000000000005,Abaixo da meta,5,4,Básico,Adequado
GILBERTO FLORENCIO PROF EMEF,Fundamental I,2025,211.37,197.83,,0.996553,99.6,100.0,100.0,98.3,100.0,100.0,,,,,5.6,7.4,Referência 2021,-1.8000000000000007,Abaixo da meta,4,3,Básico,Básico
GILBERTO FLORENCIO PROF EMEF,Fundamental II,2005,250.0,238.53,4.808808,0.858613,86.7,,,,,,88.4,80.5,85.9,89.2,4.1,,,,,3,2,Básico,Básico
GILBERTO FLORENCIO PROF EMEF,Fundamental II,2007,247.21,236.67,4.731333,0.890142,87.7,,,,,,85.6,,86.1,96.1,4.2,4.2,Original,0.0,Atingiu a meta,2,2,Básico,Básico
GILBERTO FLORENCIO PROF EMEF,Fundamental II,2009,265.51,259.55,5.417667,0.828953,83.0,,,,,,84.6,78.9,81.1,87.5,4.5,4.3,Original,0.20000000000000018,Acima da meta,3,3,Básico,Básico
