Escola,Etapa,Ano,Matemática,Língua Portuguesa,N,P,Aprovação Geral,1º,2º,3º,4º,5º,6º,7º,8º,9º,IDEB,Meta IDEB,Origem Meta,Diferença para Meta,Situação Meta,Nível Matemática,Nível Língua Portuguesa,Padrão Matemática,Padrão Língua Portuguesa
JOAO DE ALMEIDA LEMOS EMEF,Fundamental II,2019,283.62,279.55,6.052833,0.95785,95.6,,,,,,94.9,95.3,93.2,100.0,5.8,5.8,Original,0.0,Atingiu a meta,4,4,Básico,Adequado
JOAO DE ALMEIDA LEMOS EMEF,Fundamental II,2021,288.76,294.71,6.391167,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,6.4,6.0,Original,0.40000000000000036,Acima da meta,4,4,Básico,Adequado
JOAO DE ALMEIDA LEMOS EMEF,Fundamental II,2023,284.83,294.17,6.316667,0.976008,97.7,,,,,,95.8,96.9,97.8,100.0,6.2,6.0,Referência 2021,0.20000000000000018,Acima da meta,4,4,Básico,Adequado
JOAO DE ALMEIDA LEMOS EMEF,Fundamental II,2025,279.34,276.59,,0.960551,96.3,,,,,,95.6,100.0,96.2,92.7,5.7,6.0,Referência 2021,-0.2999999999999998,Abaixo da meta,4,4,Básico,Adequado
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2007,216.7,194.86,5.642458,0.944638,95.3,100.0,84.8,91.2,98.3,100.0,,,,,5.3,,Original,,,4,3,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2009,212.13,185.99,5.393972,0.956475,96.2,100.0,89.6,96.4,93.1,100.0,,,,,5.2,5.5,Original,-0.2999999999999998,Abaixo da meta,4,3,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2011,206.64,199.33,5.531746,0.911074,90.8,97.5,84.9,90.0,95.6,88.7,,,,,5.0,5.8,Original,-0.7999999999999998,Abaixo da meta,4,3,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2013,226.47,212.72,6.153636,0.975482,97.4,100.0,94.9,95.1,100.0,98.0,,,,,6.0,6.1,Original,-0.09999999999999964,Abaixo da meta,5,4,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2015,227.07,217.23,6.247086,0.965942,96.6,100.0,100.0,87.8,96.4,100.0,,,,,6.0,6.3,Original,-0.2999999999999998,Abaixo da meta,5,4,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2017,240.96,233.58,6.809435,0.974374,97.4,100.0,97.7,96.0,95.9,97.7,,,,,6.6,6.5,Original,0.09999999999999964,Acima da meta,5,5,Básico,Adequado
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2019,241.58,228.07,6.721085,0.962493,96.5,100.0,95.1,91.5,95.2,100.0,,,,,6.5,6.7,Original,-0.20000000000000018,Abaixo da meta,5,5,Básico,Adequado
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2021,219.02,214.37,6.04146,0.995106,99.6,100.0,97.6,100.0,100.0,100.0,,,,,6.0,6.9,Original,-0.9000000000000004,Abaixo da meta,4,4,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2023,217.14,211.26,5.949037,0.993432,99.2,100.0,100.0,96.8,100.0,100.0,,,,,5.9,6.9,Referência 2021,-1.0,Abaixo da meta,4,4,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental I,2025,230.11,220.08,,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.4,6.9,Referência 2021,-0.5,Abaixo da meta,5,4,Básico,Adequado
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2007,255.62,243.65,4.987833,0.865871,86.5,,,,,,86.4,82.0,90.6,87.8,4.3,,Original,,,3,2,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2009,248.89,241.47,4.839333,0.874479,87.3,,,,,,86.2,87.5,90.0,86.2,4.2,4.4,Original,-0.20000000000000018,Abaixo da meta,2,2,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2011,267.36,262.07,5.4905,0.877454,88.0,,,,,,82.1,85.9,85.0,100.0,4.8,4.6,Original,0.20000000000000018,Acima da meta,3,3,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2013,260.67,250.42,5.184833,0.891078,89.9,,,,,,83.0,80.0,96.7,100.0,4.6,4.9,Original,-0.3000000000000007,Abaixo da meta,3,3,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2015,253.55,249.72,5.0545,0.911746,90.8,,,,,,85.2,88.0,95.2,97.4,4.6,5.3,Original,-0.7000000000000002,Abaixo da meta,3,2,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2017,251.57,247.28,4.980833,0.94731,94.6,,,,,,93.2,92.3,93.8,100.0,4.7,5.5,Original,-0.7999999999999998,Abaixo da meta,3,2,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2019,285.1,268.32,5.890333,0.943829,94.4,,,,,,93.6,89.7,94.8,100.0,5.6,5.7,Original,-0.10000000000000053,Abaixo da meta,4,3,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2021,,,,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,,6.0,Original,,,,,,
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2023,258.48,264.55,5.383833,0.985386,98.8,,,,,,100.0,100.0,94.4,100.0,5.3,6.0,Referência 2021,-0.7000000000000002,Abaixo da meta,3,3,Básico,Básico
JOAO TIBURCIO SILVA FILHO PROF EMEF,Fundamental II,2025,243.69,242.71,,0.973036,97.6,,,,,,100.0,95.1,94.4,100.0,4.6,6.0,Referência 2021,-1.4000000000000004,Abaixo da meta,2,2,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2005,192.58,192.9,5.146497,0.927199,92.6,,93.5,93.8,87.8,96.2,,,,,4.8,,,,,3,3,Abaixo do básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2007,206.01,187.35,5.301905,0.941299,94.3,100.0,93.4,89.0,92.3,96.7,,,,,5.0,4.8,Original,0.20000000000000018,Acima da meta,4,3,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2009,212.96,194.54,5.565266,0.946235,94.2,100.0,87.2,96.6,94.3,96.0,,,,,5.3,5.2,Original,0.09999999999999964,Acima da meta,4,3,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2011,220.99,203.7,5.885056,0.922277,92.7,100.0,87.4,93.3,96.8,85.3,,,,,5.4,5.5,Original,-0.09999999999999964,Abaixo da meta,4,4,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2013,224.56,208.47,6.039913,0.928322,93.1,100.0,86.5,94.6,94.4,89.8,,,,,5.6,5.8,Original,-0.20000000000000018,Abaixo da meta,4,4,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2015,221.15,216.42,6.119382,0.969738,97.0,100.0,98.9,95.3,96.5,94.4,,,,,5.9,6.1,Original,-0.1999999999999993,Abaixo da meta,4,4,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2017,223.48,220.79,6.243302,0.94985,95.3,100.0,100.0,86.4,95.9,94.0,,,,,5.9,6.3,Original,-0.39999999999999947,Abaixo da meta,4,4,Básico,Adequado
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2019,242.19,226.69,6.707636,0.980943,98.1,100.0,97.6,96.3,96.7,100.0,,,,,6.6,6.5,Original,0.09999999999999964,Acima da meta,5,5,Básico,Adequado
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2021,216.66,199.58,5.727513,0.992084,99.3,100.0,100.0,98.8,100.0,97.3,,,,,5.7,6.8,Original,-1.0999999999999996,Abaixo da meta,4,3,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2023,226.87,220.43,6.301451,0.965129,96.6,100.0,92.3,97.3,97.5,95.8,,,,,6.1,6.8,Referência 2021,-0.7000000000000002,Abaixo da meta,5,4,Básico,Adequado
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental I,2025,223.94,218.3,,0.992352,99.2,100.0,99.1,98.2,100.0,98.9,,,,,6.2,6.8,Referência 2021,-0.5999999999999996,Abaixo da meta,4,4,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2011,252.89,251.8,5.078167,0.90224,91.0,,,,,,88.0,84.5,96.2,93.1,4.6,,Original,,,3,3,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2013,253.42,246.02,4.990667,0.81798,81.9,,,,,,77.9,75.6,80.8,95.6,4.1,4.8,Original,-0.7000000000000002,Abaixo da meta,3,2,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2015,265.3,271.27,5.6095,0.854154,85.1,,,,,,78.9,81.8,90.6,91.8,4.8,5.1,Original,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2017,279.5,281.46,6.016,0.891088,89.1,,,,,,83.0,94.2,87.7,92.4,5.4,5.3,Original,0.10000000000000053,Acima da meta,4,4,Básico,Adequado
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2019,268.68,273.77,5.7075,0.991671,99.1,,,,,,97.9,98.8,100.0,100.0,5.7,5.6,Original,0.10000000000000053,Acima da meta,3,3,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2021,,,,0.990367,99.0,,,,,,99.0,97.2,100.0,100.0,,5.8,Original,,,,,,
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2023,255.95,271.39,5.455667,0.973834,97.6,,,,,,98.7,93.3,97.8,100.0,5.3,5.8,Referência 2021,-0.5,Abaixo da meta,3,3,Básico,Básico
JORGE AUGUSTO DE CAMARGO PROF EMEF,Fundamental II,2025,270.2,269.58,,0.979711,98.0,,,,,,98.1,97.7,98.9,97.2,5.5,5.8,Referência 2021,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2007,214.21,189.24,5.492757,0.978031,97.9,100.0,99.2,,,94.4,,,,,5.4,,Original,,,4,3,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2009,,,,0.948992,95.0,,95.1,95.1,94.5,,,,,,,5.6,Original,,,,,,
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2011,226.31,210.27,6.106037,0.947222,95.0,99.1,89.8,94.2,94.8,96.2,,,,,5.8,5.9,Original,-0.10000000000000053,Abaixo da meta,5,4,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2013,218.89,201.15,5.798616,0.934487,93.9,100.0,86.3,92.9,95.1,94.0,,,,,5.4,6.1,Original,-0.6999999999999993,Abaixo da meta,4,4,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2015,226.39,219.66,6.278291,0.982125,98.1,100.0,100.0,95.8,97.1,98.3,,,,,6.2,6.3,Original,-0.09999999999999964,Abaixo da meta,5,4,Básico,Adequado
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2017,236.24,227.15,6.60245,0.975738,97.4,100.0,99.0,96.0,96.2,96.8,,,,,6.4,6.5,Original,-0.09999999999999964,Abaixo da meta,5,5,Básico,Adequado
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2019,246.86,225.0,6.766031,0.991946,99.2,100.0,100.0,99.1,98.1,98.8,,,,,6.7,6.8,Original,-0.09999999999999964,Abaixo da meta,5,5,Adequado,Adequado
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2021,228.89,218.96,6.313273,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.3,7.0,Original,-0.7000000000000002,Abaixo da meta,5,4,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2023,211.26,208.45,5.785732,0.993103,99.2,100.0,100.0,100.0,99.1,97.5,,,,,5.7,7.0,Referência 2021,-1.2999999999999998,Abaixo da meta,4,4,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental I,2025,225.26,199.41,,0.98462,98.4,98.0,100.0,97.8,100.0,96.6,,,,,5.8,7.0,Referência 2021,-1.2000000000000002,Abaixo da meta,5,3,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2005,225.2,213.53,3.978954,0.969313,97.3,,,,,,100.0,96.6,97.1,94.2,3.9,,,,,2,1,Básico,Abaixo do básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2007,249.3,242.09,4.8565,0.974116,97.4,,,,,,95.5,,97.8,99.0,4.7,3.9,Original,0.8000000000000003,Acima da meta,2,2,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,4.0,Original,,,,,,
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2011,,,,0.963,96.3,,,,,,96.3,,,,,4.3,Original,,,,,,
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2013,,,,0.948858,94.8,,,,,,91.1,99.0,,,,4.7,Original,,,,,,
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2015,,,,0.958337,96.1,,,,,,97.1,94.6,,,,5.1,Original,,,,,,
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2017,,,,0.931208,92.9,,,,,,91.5,94.8,,,,5.3,Original,,,,,,
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2019,270.1,282.7,5.88,0.961123,95.9,,,,,,95.8,95.8,93.1,100.0,5.7,5.6,Original,0.10000000000000053,Acima da meta,3,4,Básico,Adequado
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2021,253.31,266.83,5.335667,0.997481,99.7,,,,,,100.0,99.0,100.0,100.0,5.3,5.8,Original,-0.5,Abaixo da meta,3,3,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2023,253.61,247.47,5.018,0.994975,99.5,,,,,,99.0,99.0,100.0,100.0,5.0,5.8,Referência 2021,-0.7999999999999998,Abaixo da meta,3,2,Básico,Básico
JOSE DOMINGOS DA SILVEIRA PROF EMEF,Fundamental II,2025,243.07,254.73,,0.970133,97.0,,,,,,97.2,94.0,99.0,98.0,4.8,5.8,Referência 2021,-1.0,Abaixo da meta,2,3,Básico,Básico
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2005,199.28,196.56,5.34101,0.928033,92.8,,95.0,93.1,91.2,92.0,,,,,5.0,,,,,3,3,Abaixo do básico,Básico
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2007,210.97,195.76,5.549471,0.946139,95.0,100.0,91.0,94.2,90.6,98.0,,,,,5.3,5.0,Original,0.2999999999999998,Acima da meta,4,3,Básico,Básico
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2009,225.11,202.18,5.936045,0.928111,93.1,99.4,87.3,89.4,91.7,97.4,,,,,5.5,5.3,Original,0.20000000000000018,Acima da meta,5,4,Básico,Básico
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2011,234.89,219.75,6.442141,0.951556,95.1,99.4,89.6,93.7,96.0,97.7,,,,,6.1,5.7,Original,0.39999999999999947,Acima da meta,5,4,Básico,Adequado
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2013,243.02,229.5,6.774566,0.95536,95.3,98.7,91.1,93.1,96.1,99.2,,,,,6.5,6.0,Original,0.5,Acima da meta,5,5,Básico,Adequado
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2015,244.94,242.93,7.055389,0.973564,97.4,100.0,98.6,94.1,96.2,98.1,,,,,6.9,6.2,Original,0.7000000000000002,Acima da meta,5,5,Adequado,Adequado
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2017,256.54,248.0,7.368945,0.984528,98.4,100.0,100.0,96.5,96.5,99.4,,,,,7.3,6.4,Original,0.8999999999999995,Acima da meta,6,5,Adequado,Adequado
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2019,256.78,248.91,7.390071,0.987071,98.7,100.0,98.2,97.1,98.3,100.0,,,,,7.3,6.7,Original,0.5999999999999996,Acima da meta,6,5,Adequado,Adequado
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2021,,,,0.995165,99.5,100.0,100.0,98.9,100.0,98.7,,,,,,6.9,Original,,,,,,
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2023,251.45,236.24,7.05799,0.995989,99.6,100.0,100.0,99.4,99.4,99.2,,,,,7.0,6.9,Referência 2021,0.09999999999999964,Acima da meta,6,5,Adequado,Adequado
JOSE EMIDIO DE AGUIAR EMEIEF,Fundamental I,2025,248.55,235.35,,0.993564,99.3,100.0,98.4,100.0,99.2,99.2,,,,,6.9,6.9,Referência 2021,0.0,Atingiu a meta,5,5,Adequado,Adequado
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2005,192.09,191.83,5.117682,0.877186,87.6,,88.3,88.6,87.2,86.8,,,,,4.5,,,,,3,3,Abaixo do básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2007,207.4,192.14,5.415523,0.939267,94.3,100.0,93.4,92.0,92.2,92.5,,,,,5.1,4.6,Original,0.5,Acima da meta,4,3,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2009,200.36,184.45,5.141353,0.921845,91.8,98.8,86.1,93.6,88.9,94.6,,,,,4.7,4.9,Original,-0.20000000000000018,Abaixo da meta,4,3,Abaixo do básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2011,226.8,215.28,6.206479,0.894327,89.1,99.0,82.5,89.9,89.4,87.9,,,,,5.6,5.3,Original,0.2999999999999998,Acima da meta,5,4,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2013,221.42,209.87,6.005443,0.876361,86.8,98.5,82.2,92.5,80.7,86.7,,,,,5.3,5.5,Original,-0.20000000000000018,Abaixo da meta,4,4,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2015,227.38,223.67,6.370093,0.911998,92.1,98.9,100.0,80.9,84.4,95.2,,,,,5.8,5.8,Original,0.0,Atingiu a meta,5,4,Básico,Adequado
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2017,216.81,214.76,6.006375,0.982676,98.3,100.0,100.0,96.2,99.2,96.1,,,,,5.9,6.1,Original,-0.1999999999999993,Abaixo da meta,4,4,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2019,,,,0.943603,94.3,100.0,92.5,90.1,93.6,96.2,,,,,,6.3,Original,,,,,,
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2021,222.29,217.25,6.156228,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.2,6.6,Original,-0.39999999999999947,Abaixo da meta,4,4,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2023,228.55,219.73,6.320785,0.968851,96.8,99.2,96.6,96.8,95.7,96.2,,,,,6.1,6.6,Referência 2021,-0.5,Abaixo da meta,5,4,Básico,Adequado
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental I,2025,226.86,210.91,,0.990692,99.0,100.0,99.3,100.0,97.2,98.9,,,,,6.1,6.6,Referência 2021,-0.5,Abaixo da meta,5,4,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2011,265.21,265.78,5.5165,0.870593,86.8,,,,,,86.2,85.9,88.9,87.3,4.8,,Original,,,3,3,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2013,250.99,242.08,4.8845,0.921705,90.9,,,,,,96.2,84.6,92.7,96.2,4.5,5.0,Original,-0.5,Abaixo da meta,3,2,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2015,268.4,264.83,5.553833,0.910796,91.7,,,,,,89.6,86.5,89.8,99.4,5.1,5.3,Original,-0.20000000000000018,Abaixo da meta,3,3,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2017,270.07,268.17,5.637333,0.916974,92.5,,,,,,82.5,94.9,92.5,98.5,5.2,5.5,Original,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2019,,,,,,,,,,,,,,,,5.8,Original,,,,,,
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2021,248.57,255.47,5.067333,0.996973,99.8,,,,,,100.0,100.0,100.0,98.8,5.1,6.0,Original,-0.9000000000000004,Abaixo da meta,2,3,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2023,253.11,260.76,5.231167,0.956396,95.6,,,,,,96.6,93.5,94.4,98.2,5.0,6.0,Referência 2021,-1.0,Abaixo da meta,3,3,Básico,Básico
JOSE LEANDRO DE BARROS PIMENTEL EMEF,Fundamental II,2025,243.62,244.53,,0.982335,98.2,,,,,,98.8,97.6,96.6,100.0,4.7,6.0,Referência 2021,-1.2999999999999998,Abaixo da meta,2,2,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
JULIO GOMES CAMISAO EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
JULIO GOMES CAMISAO EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
JULIO GOMES CAMISAO EMEF,Fundamental I,2011,218.95,208.17,5.927397,0.961299,96.3,100.0,90.6,96.2,95.8,98.6,,,,,5.7,,Original,,,4,4,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental I,2013,223.66,211.67,6.080919,0.913179,91.5,100.0,89.9,86.0,88.8,93.1,,,,,5.6,5.9,Original,-0.3000000000000007,Abaixo da meta,4,4,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental I,2015,222.9,221.81,6.250779,0.984324,98.3,100.0,99.0,94.3,100.0,99.1,,,,,6.2,6.2,Original,0.0,Atingiu a meta,4,4,Básico,Adequado
JULIO GOMES CAMISAO EMEF,Fundamental I,2017,222.39,216.49,6.144319,0.936693,93.5,100.0,100.0,87.1,93.9,88.9,,,,,5.8,6.4,Original,-0.6000000000000005,Abaixo da meta,4,4,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental I,2019,262.24,236.18,7.262815,0.97777,97.9,100.0,92.5,99.0,100.0,97.8,,,,,7.1,6.6,Original,0.5,Acima da meta,6,5,Adequado,Adequado
JULIO GOMES CAMISAO EMEF,Fundamental I,2021,228.58,221.0,6.344448,0.99778,99.8,100.0,100.0,100.0,100.0,98.9,,,,,6.3,6.9,Original,-0.6000000000000005,Abaixo da meta,5,4,Básico,Adequado
JULIO GOMES CAMISAO EMEF,Fundamental I,2023,224.19,218.03,6.20667,0.982121,98.3,100.0,98.0,97.6,100.0,95.6,,,,,6.1,6.9,Referência 2021,-0.8000000000000007,Abaixo da meta,4,4,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental I,2025,231.34,223.4,,0.977819,97.7,100.0,97.6,97.8,95.8,97.8,,,,,6.3,6.9,Referência 2021,-0.6000000000000005,Abaixo da meta,5,4,Básico,Adequado
JULIO GOMES CAMISAO EMEF,Fundamental II,2005,239.69,228.57,4.471033,0.86936,88.0,,,,,,88.3,93.8,85.4,81.2,3.9,,,,,2,2,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2007,252.08,236.75,4.813833,0.90019,91.2,,,,,,86.5,94.6,87.1,92.4,4.3,3.9,Original,0.3999999999999999,Acima da meta,3,2,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2009,,,,0.945487,94.5,,,,,,94.9,94.2,,,,4.1,Original,,,,,,
JULIO GOMES CAMISAO EMEF,Fundamental II,2011,267.04,264.12,5.519333,0.901853,90.6,,,,,,,84.9,89.3,97.2,5.0,4.3,Original,0.7000000000000002,Acima da meta,3,3,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2013,244.09,228.82,4.5485,0.898591,90.5,,,,,,81.3,91.9,,98.0,4.1,4.7,Original,-0.6000000000000005,Abaixo da meta,2,2,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2015,270.33,265.65,5.599667,0.913926,91.4,,,,,,90.5,86.9,90.1,98.9,5.1,5.1,Original,0.0,Atingiu a meta,3,3,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2017,261.37,272.44,5.5635,0.906558,89.9,,,,,,85.9,90.1,88.8,98.8,5.0,5.4,Original,-0.40000000000000036,Abaixo da meta,3,3,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2019,267.07,272.83,5.665,0.986138,98.5,,,,,,100.0,97.1,98.4,99.0,5.6,5.6,Original,0.0,Atingiu a meta,3,3,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2021,246.37,256.91,5.054667,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.1,5.8,Original,-0.7000000000000002,Abaixo da meta,2,3,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2023,262.3,266.22,5.475333,0.967051,96.6,,,,,,97.1,98.0,93.3,98.6,5.3,5.8,Referência 2021,-0.5,Abaixo da meta,3,3,Básico,Básico
JULIO GOMES CAMISAO EMEF,Fundamental II,2025,241.85,247.05,,0.982327,98.1,,,,,,97.2,96.8,99.0,100.0,4.7,5.8,Referência 2021,-1.0999999999999996,Abaixo da meta,2,2,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
